sürecek	sür:null ecek:null
alışkanlıklarından	alışkanlık:null ları:null ndan:null, alışkanlık:null lar:null ın:null dan:null, alışkanlık:null lar:null ı:null ndan:null
varsa	var:null sa:null
annesinin	anne:null si:null nin:null
başvurdun	başvur:null du:null n:null
başvurdum	başvur:null du:null m:null
saatler	saat:null ler:null
onlar	o:null nla:null r:null, on:null lar:null, onlar:null, o:null nlar:null
yürüyüp	yürü:null yüp:null
beyazını	beyaz:null ı:null nı:null, beyaz:null ın:null ı:null
temizlerim	temizle:null r:null im:null, temiz:null ler:null im:null
sorulmadan	sor:null ul:null ma:null dan:null
canlı	canlı:null, can:null lı:null
kısa	kısa:null, kıs:null a:null
bölümler	bölümle:null r:null, bölüm:null ler:null
tırnak	tırnak:null
alman	al:null ma:null n:null
ona	o:null na:null, ona:null, on:null a:null
almak	al:null mak:null
yaktım	yak:null tı:null m:null
yaktın	yak:null tı:null n:null
İstanbul	İstanbul:null
cerrahi	cerrahi:null
sepetli	sepet:null li:null
gezi	gez:null i:null, gezi:null
arkadaşlıktan	arkadaş:null lık:null tan:null
faydasını	fayda:null sı:null nı:null
çalmalı	çalma:null lı:null, çal:null malı:null, çal:null ma:null lı:null
kırka	kırk:null a:null
çıkmış	çık:null mış:null
bebek	bebek:null
bineceksin	bin:null ecek:null si:null n:null
sigarayı	sigara:null yı:null
turnuvaya	turnuva:null ya:null
kazıklamaya	kazıkla:null may:null a:null, kazıkla:null ma:null ya:null
cezaevinde	cezaev:null i:null nde:null, cezaevi:null n:null de:null, cezaevi:null nde:null
yüksekliği	yüksek:null liğ:null i:null
uzamalar	uza:null ma:null lar:null
fotoğraflarımı	fotoğraf:null ları:null mı:null, fotoğrafla:null r:null ım:null ı:null, fotoğrafla:null r:null ı:null mı:null, fotoğraf:null lar:null ım:null ı:null, fotoğraf:null lar:null ı:null mı:null
nalına	nal:null ın:null a:null, nal:null ı:null na:null, nalın:null a:null
tarafta	taraf:null ta:null
kayışı	kayış:null ı:null, kay:null ış:null ı:null
yemeden	ye:null me:null den:null
elektrik	elektrik:null
emek	emek:null
şuna	şu:null na:null
saf	saf:null
ucuza	ucuz:null a:null
teybi	teyb:null i:null
yakınca	yakın:null ca:null
şunu	şu:null nu:null
sap	sap:null
hukuk	hukuk:null
paranın	para:null nın:null, para:null n:null ın:null
okumam	oku:null ma:null m:null
zor	zor:null
hale	hale:null
okumak	oku:null mak:null
büyüyünce	büyü:null yünce:null
yeşilli	yeşil:null li:null, yeşilli:null
kaçta	kaç:null ta:null
işlere	işle:null r:null e:null, iş:null ler:null e:null
kafaya	kafa:null ya:null
işleri	işle:null r:null i:null, iş:null ler:null i:null, iş:null leri:null
geçeceğiz	geç:null e:null ceğiz:null, geçe:null ceğiz:null
belediyenin	belediye:null nin:null, belediye:null n:null in:null
abur	abur:null
kucağında	kucağ:null ın:null da:null, kucağ:null ı:null nda:null
geçeceğim	geç:null eceğ:null im:null
türkçe	türkçe:null, türk:null çe:null
kaynanan	kayna:null n:null an:null, kaynana:null n:null, kayna:null n:null a:null n:null
kaynanam	kayna:null n:null a:null m:null, kaynana:null m:null
lisesi	lise:null si:null
anonim	
terlikleri	ter:null lik:null leri:null, terlik:null ler:null i:null, ter:null lik:null ler:null i:null, terlik:null leri:null
yetmiş	yet:null miş:null, yetmiş:null
aklı	akl:null ı:null, ak:null lı:null
kumda	kum:null da:null
sarılma	sarıl:null ma:null, sar:null ıl:null ma:null
avcılar'da	avcılar:null ':null da:null
paşa	paşa:null
trabzon'a	trabzon:null ':null a:null
sırası	sıra:null sı:null
atatürk	atatürk:null
trabzon'u	trabzon:null ':null u:null
leke	leke:null
ağrıdı	ağrı:null dı:null
Çocuk	
kimler	kim:null ler:null
beleş	beleş:null
bireysel	birey:null sel:null
poyraz	poyraz:null
üçümüz	üç:null ümüz:null
damla	damla:null
sözlü	söz:null lü:null, sözlü:null
yedim	yedi:null m:null, ye:null di:null m:null
yedin	ye:null di:null n:null, yedi:null n:null
bomba	bomba:null
yedik	ye:null di:null k:null, ye:null dik:null
matematiğe	matematiğ:null e:null
şimdilik	şimdilik:null, şimdi:null lik:null
bizlerden	bizler:null den:null
durma	dur:null ma:null
cartı	cart:null ı:null
bastırdı	bas:null tır:null dı:null
yedir	ye:null dir:null
toprakların	toprakla:null r:null ın:null, toprak:null lar:null ın:null
haftada	hafta:null da:null
mevlit	mevlit:null
isabet	isabet:null
komple	komple:null
girdiği	gir:null diğ:null i:null
baymak	
fotoğraflar	fotoğraf:null lar:null, fotoğrafla:null r:null
muhsin'de	muhsin:null ':null de:null
ileri	i:null ler:null i:null, ileri:null, i:null leri:null
söyleyebilir	söyle:null yebil:null ir:null
gelini	gelin:null i:null
dörtte	dört:null te:null
koordinatörüm	koordinatör:null üm:null
kaydından	kayd:null ın:null dan:null, kayd:null ı:null ndan:null
galatasaray'ın	galatasaray:null ':null ın:null
ortalık	orta:null lık:null, ortalık:null
albüm	albüm:null
pastalar	pasta:null lar:null
uzaklara	uzak:null lar:null a:null
düşünsen	düşün:null se:null n:null
olmasın	ol:null ma:null sı:null n:null
hakikaten	hakikaten:null
görüşsünler	görüş:null sünler:null, gör:null üş:null sünler:null
dokuzda	dokuz:null da:null
kıyısında	kıyı:null sı:null nda:null
hastaneye	hastane:null ye:null
mana	mana:null
faydası	fayda:null sı:null
gezdik	gez:null di:null k:null, gez:null dik:null
serap'ınkini	serap:null ':null ın:null ki:null n:null i:null, serap:null ':null ın:null ki:null ni:null
saatleri	saat:null ler:null i:null, saat:null leri:null
kendinin	kendin:null in:null, kendi:null n:null in:null, kendi:null nin:null
iç	iç:null
saatlere	saat:null ler:null e:null
kamyoncu	kamyon:null cu:null
alışverişini	alışveriş:null in:null i:null, alışveriş:null i:null ni:null
tepe'yi	
çizgisi	çizgi:null si:null
görür	gör:null ür:null
toplarını	top:null lar:null ı:null nı:null, top:null ları:null nı:null, topla:null r:null ı:null nı:null, topla:null r:null ın:null ı:null, top:null lar:null ın:null ı:null
Çiğdem	Çiğdem:null
maaşımız	maaş:null ımız:null
denize	deniz:null e:null
sucuk	sucuk:null
meydana	meydan:null a:null
mehmet	mehmet:null
lanet	lanet:null
ödün	ödün:null, öd:null ün:null
çekmece	çekme:null ce:null, çekmece:null, çek:null me:null ce:null
fiziksel	fizik:null sel:null
okulu'nu	
birlikte	bir:null lik:null te:null, birlik:null te:null, birlikte:null
kadınında	kadın:null ı:null nda:null, kadın:null ın:null da:null
kazak	kazak:null
böylece	böyle:null ce:null, böylece:null
koydum	koy:null du:null m:null
caddeden	cadde:null den:null
karesini	kare:null si:null ni:null, kare:null si:null n:null i:null
yağar	yağ:null ar:null
binanın	bina:null n:null ın:null, bina:null nın:null
internete	internet:null e:null
etme	et:null me:null
molasında	molas:null ın:null da:null, mola:null sı:null nda:null, molas:null ı:null nda:null
bulsun	bul:null sun:null
interneti	internet:null i:null
mangal	mangal:null
mahvolur	mahvol:null ur:null
yapıştır	yapış:null tır:null
kafam	kafa:null m:null
elini	el:null in:null i:null, el:null i:null ni:null
i	i:null
eline	el:null in:null e:null, el:null i:null ne:null
gelmeden	gel:null me:null den:null
herkes	herkes:null
defa	defa:null
anahtarı	anahtar:null ı:null
ayarlarım	ay:null ar:null lar:null ım:null, ayar:null lar:null ım:null, ayarla:null r:null ım:null
geniz	geniz:null
ardından	ard:null ın:null dan:null, ard:null ı:null ndan:null, ard:null ı:null nda:null n:null, ardından:null, ard:null ın:null da:null n:null
ilgili	ilgi:null li:null
tanıdıkları	tanı:null dık:null lar:null ı:null, tanıdık:null lar:null ı:null, tanıdık:null ları:null, tanı:null dık:null ları:null
turisti	turist:null i:null
neyin	ney:null in:null, ne:null yin:null
yerleştirdi	yer:null leş:null tir:null di:null, yerleş:null tir:null di:null, ye:null r:null leş:null tir:null di:null
dolayı	dolay:null ı:null, dol:null a:null yı:null, dolayı:null
numarasını	numara:null sı:null nı:null
tabaklara	tabak:null lar:null a:null, tabakla:null r:null a:null
yıkadım	yıka:null dı:null m:null
adlarını	ad:null ları:null nı:null, ad:null lar:null ın:null ı:null, ad:null lar:null ı:null nı:null
gidince	gid:null ince:null
çoğaldı	çoğal:null dı:null
sunulması	sun:null ul:null ma:null sı:null
müfettişliğe	müfettiş:null liğ:null e:null
doldurmuş	dol:null dur:null muş:null
gökhan	gökhan:null
diyar	diyar:null
aşağıda	aşağı:null da:null
seyircisini	seyir:null ci:null si:null n:null i:null, seyirci:null si:null ni:null, seyir:null ci:null si:null ni:null
alışverişe	alışveriş:null e:null
kapımızın	kapı:null mız:null ın:null, kap:null ımız:null ın:null
arındırılmış	arın:null dır:null ıl:null mış:null
kimseye	kimse:null ye:null
arkadaşlarımı	arkadaş:null lar:null ı:null mı:null, arkadaş:null lar:null ım:null ı:null, arkadaş:null ları:null mı:null
mecburum	mecbur:null um:null
akşam	akşam:null
vurman	vur:null ma:null n:null
çatlak	çatlak:null
bildiğim	bil:null diğ:null im:null, bildiğ:null im:null
bildiğin	bildiğ:null in:null, bil:null diğ:null in:null
yedekte	yedek:null te:null
grup	grup:null
kola	kola:null, kol:null a:null
düzenleyenler	düzenle:null yen:null ler:null
fabrikaların	fabrika:null lar:null ın:null
göstermen	göster:null me:null n:null
gülümsedi	gülümse:null di:null
tava	tav:null a:null, tava:null
teyzem	teyze:null m:null
ayşegül'ü	ayşegül:null ':null ü:null
teyzen	teyze:null n:null
hareket	hareket:null
murat'ı	murat:null ':null ı:null
doktorda	doktor:null da:null
sincan	sincan:null
planlarımın	plan:null lar:null ım:null ın:null, planla:null r:null ım:null ın:null
yaramazlık	yaramaz:null lık:null
düşündüm	düşün:null dü:null m:null
planım	plan:null ım:null
yavrusu	yavru:null su:null
ertuğrul	ertuğrul:null
abone	abone:null
dibe	dib:null e:null
kural	kural:null
taraf	taraf:null
gücünde	güc:null ün:null de:null, gücü:null n:null de:null, güc:null ü:null nde:null
hanımlar	hanım:null lar:null
çengelli	çengel:null li:null
ilçedeki	ilçe:null de:null ki:null
önleyici	önle:null yici:null
öğlen	öğle:null n:null, öğlen:null
burayı	bura:null yı:null
manyetik	manyetik:null
ısmarlayın	ısmarla:null yın:null
bölümü	bölü:null mü:null, bölüm:null ü:null, bölü:null m:null ü:null
fukaraya	fukara:null ya:null
bozduk	boz:null duk:null, boz:null du:null k:null
havadan	hava:null dan:null
bilinen	bil:null in:null e:null n:null, bil:null in:null en:null
yüzü	yüz:null ü:null
yaşayabilir	yaşa:null yabil:null ir:null
eren	eren:null
hep	hep:null
her	her:null
uyandım	uyan:null dı:null m:null
kollu	kol:null lu:null
bozuk	bozuk:null
hey	hey:null
ezan	eza:null n:null, ezan:null
nurlu	nur:null lu:null
ferit	ferit:null
hem	hem:null
yapması	yapma:null sı:null, yap:null ma:null sı:null
timsah	timsah:null
bunda	bu:null nda:null, bun:null da:null
karşıya	karşı:null ya:null
cinayet	cinayet:null
sık	sık:null
kardeşinin	kardeş:null i:null nin:null, kardeş:null in:null in:null
yapan	yap:null a:null n:null, yap:null an:null
forum'a	
tunalı'ya	tuna:null lı:null ':null ya:null
yapar	yap:null ar:null
bahar'ı	bahar:null ':null ı:null
yapay	yapay:null
arkadaş	arkadaş:null
mezun	mezun:null
ah	ah:null
ak	ak:null
çalışmalarına	çalış:null ma:null lar:null ın:null a:null, çalışma:null lar:null ı:null na:null, çalışma:null lar:null ın:null a:null, çalış:null ma:null lar:null ı:null na:null, çalış:null ma:null ları:null na:null, çalışma:null ları:null na:null
al	al:null
an	an:null
duygulandım	duygu:null lan:null dı:null m:null
ay	ay:null
az	az:null
kulu	kulu:null
geleceğe	geleceğ:null e:null, gel:null eceğ:null e:null
geleceği	gel:null eceğ:null i:null, geleceğ:null i:null
annen	anne:null n:null
yıllar	yıl:null lar:null, yılla:null r:null
atlara	at:null lar:null a:null, atla:null r:null a:null
albay	albay:null
agu	agu:null
sorunlar	sorun:null lar:null
bürosunda	büro:null su:null nda:null
masa	masa:null
köydeki	köy:null de:null ki:null
sorular	soru:null lar:null
adam	ada:null m:null, adam:null
sürüldüğün	sür:null ül:null düğ:null ün:null
nefese	nefes:null e:null
kayboldu	kaybol:null du:null
rüzgar	rüzgar:null
zekasının	zeka:null sı:null nın:null
kafamda	kafa:null m:null da:null
dönmeyi	dönme:null yi:null, dön:null me:null yi:null, dön:null mey:null i:null
borçlar	borç:null lar:null
duvarlardan	duvar:null lar:null dan:null
sebeplerden	sebep:null ler:null den:null
şifreyi	şifre:null yi:null
kısık	kısık:null
hazırlıkta	hazırlık:null ta:null, hazır:null lık:null ta:null
ışın	ışı:null n:null, ışın:null
ışıl	ışıl:null
kısır	kısır:null
boğuk	boğuk:null
idman	idman:null
ahlakı	ahlak:null ı:null
uğraştırdı	uğraş:null tır:null dı:null
otobüsün	otobüs:null ün:null
gelebilecek	gel:null ebil:null ecek:null
şebeke	şebeke:null
beylerin	bey:null ler:null in:null
konuşmamız	konuş:null ma:null mız:null, konuşma:null mız:null
nasılsın	nasıl:null sı:null n:null
dolma	dol:null ma:null, dolma:null
tefek	tefek:null
şirketinizde	şirket:null iniz:null de:null
ceyda'yı	ceyda:null ':null yı:null
ayağından	ayağ:null ın:null dan:null, ayağ:null ı:null ndan:null
sana	san:null a:null
açtılar	aç:null tı:null lar:null
tatlım	tatlı:null m:null, tat:null lı:null m:null
doğrulamak	doğrula:null mak:null
etrafına	etraf:null ın:null a:null, etraf:null ı:null na:null
Özhan	Özhan:null
paso	paso:null
görüşmesine	gör:null üş:null me:null si:null ne:null, görüşme:null si:null ne:null, gör:null üş:null me:null si:null n:null e:null, görüş:null me:null si:null n:null e:null, görüş:null me:null si:null ne:null
rüyanda	rüya:null n:null da:null
stres	stres:null
otobanda	otoban:null da:null
bölgedeki	bölge:null de:null ki:null
öğrenirim	öğren:null ir:null im:null
gazeteye	gazete:null ye:null
sekiz	sekiz:null
haftadan	hafta:null dan:null
kelebek	kelebek:null
bedava	bedava:null
okuyabilir	oku:null yabil:null ir:null
çöz	çöz:null
aldırmaya	al:null dır:null may:null a:null, aldır:null may:null a:null, al:null dır:null ma:null ya:null, aldır:null ma:null ya:null
maçı	maç:null ı:null
almasını	al:null ma:null sı:null n:null ı:null, al:null ma:null sı:null nı:null
diyarbakır'dan	diyarbakır:null ':null dan:null
seni	sen:null i:null
deneyimleri	deneyim:null ler:null i:null, deneyim:null leri:null
suç	suç:null
kullanılan	kul:null lan:null ıl:null a:null n:null, kul:null lan:null ıl:null an:null, kullan:null ıl:null a:null n:null, kullan:null ıl:null an:null
geneli	gene:null li:null, genel:null i:null
yolcu'da	
karşıda	karşı:null da:null
isteyeceksin	iste:null yecek:null si:null n:null
etsem	et:null se:null m:null
kendime	kendim:null e:null, kendi:null m:null e:null
tutsun	tut:null sun:null
kaydı	kayd:null ı:null, kay:null dı:null
kendimi	kendi:null m:null i:null, kendi:null mi:null, kendim:null i:null
hocanın	hoca:null nın:null, hoca:null n:null ın:null
adamı	ada:null mı:null, ada:null m:null ı:null, ad:null a:null mı:null, adam:null ı:null
esirgedi	esirge:null di:null
senden	sen:null den:null
kıyafeti	kıyafet:null i:null
sıcakta	sıcak:null ta:null
filiz	filiz:null
oldum	ol:null du:null m:null
oldun	ol:null du:null n:null
Çiftliği'nin	
olduk	ol:null duk:null, ol:null du:null k:null
güreşleri	güreş:null ler:null i:null, güreş:null leri:null
Özkan	Özkan:null
katacak	kat:null acak:null
ayaklarından	ayak:null lar:null ın:null dan:null, ayak:null ları:null ndan:null, ayak:null lar:null ı:null ndan:null
aşağıya	aşağı:null ya:null
yakup'un	yakup:null ':null un:null
güzide	güzide:null
sevdiği	sev:null diğ:null i:null
talim'den	
babası	baba:null sı:null
yaşandı	yaşa:null n:null dı:null
verimsiz	veri:null m:null siz:null, verim:null siz:null
araştırmalarına	araştır:null ma:null lar:null ı:null na:null, araştır:null ma:null ları:null na:null, ara:null ş:null tır:null ma:null lar:null ı:null na:null, araştırma:null lar:null ı:null na:null, ara:null ş:null tır:null ma:null ları:null na:null, araştırma:null ları:null na:null, araştır:null ma:null lar:null ın:null a:null, ara:null ş:null tır:null ma:null lar:null ın:null a:null, araştırma:null lar:null ın:null a:null
amcasının	amca:null sı:null nın:null
vereceksin	ver:null ecek:null si:null n:null
şirketi	şirket:null i:null
İran	İran:null
mali	mali:null
belge	belge:null
şirkete	şirket:null e:null
yardım	yar:null dı:null m:null, yardım:null
